tanggal,stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori,year,month,day,dayofweek,critical_encoded,categori_encoded
2012-04-19,DKI2 (Kelapa Gading),0.0,0.11329698774331595,-0.41549122000788785,-0.18478267095405249,2.559847698220306,0.029784239143939278,180.0,O3,SANGAT TIDAK SEHAT,2012,4,19,3,2,2
2012-04-20,DKI2 (Kelapa Gading),0.0,0.5680039127346983,-0.6805059480705061,1.7529685726428856,2.559847698220306,0.8234255368783564,180.0,O3,SANGAT TIDAK SEHAT,2012,4,20,4,2,2
2012-04-21,DKI2 (Kelapa Gading),0.0,1.3069026658456946,-0.41549122000788785,1.0747556373839573,2.559847698220306,0.294331338388745,180.0,O3,SANGAT TIDAK SEHAT,2012,4,21,5,2,2
2012-04-22,DKI2 (Kelapa Gading),0.0,0.45432718148685275,-0.41549122000788785,2.3827377268118908,2.5469711305694114,0.8234255368783564,180.0,O3,SANGAT TIDAK SEHAT,2012,4,22,6,2,2
2012-04-23,DKI2 (Kelapa Gading),0.0,1.4774177627174632,-0.41549122000788785,0.10588001558548822,2.279138523430806,-0.10248931047846357,180.0,O3,TIDAK SEHAT,2012,4,23,0,2,5
2012-04-24,DKI2 (Kelapa Gading),0.0,1.3069026658456946,-0.3492375379922333,0.20276757776533513,1.5168457184978517,-0.23476286010086642,150.0,O3,TIDAK SEHAT,2012,4,24,1,2,5
2012-04-25,DKI2 (Kelapa Gading),0.0,0.7385190096064668,-0.1504764919452696,0.29965513994518206,2.559847698220306,-0.23476286010086642,180.0,O3,SANGAT TIDAK SEHAT,2012,4,25,2,2,2
2012-04-26,DKI2 (Kelapa Gading),0.0,0.28381208461508434,-0.6142522660548515,-0.2816702331338994,2.559847698220306,-0.10248931047846357,180.0,O3,SANGAT TIDAK SEHAT,2012,4,26,3,2,2
2012-04-27,DKI2 (Kelapa Gading),0.0,-0.05721810912845243,-0.41549122000788785,-0.37855779531374634,0.713347897082035,0.9556990865007592,111.0,O3,TIDAK SEHAT,2012,4,27,4,2,5
2012-04-28,DKI2 (Kelapa Gading),0.0,1.250064300221772,-0.21673017396092417,0.29965513994518206,1.8052808338778883,0.5588784376335507,164.0,O3,TIDAK SEHAT,2012,4,28,5,2,5
2012-04-29,DKI2 (Kelapa Gading),0.0,0.5680039127346983,-0.6142522660548515,-0.5723329196734401,2.52636862232798,-0.3670364097232693,180.0,O3,TIDAK SEHAT,2012,4,29,6,2,5
2012-04-30,DKI2 (Kelapa Gading),0.0,0.34065045023900714,-0.4817449020235424,1.0747556373839573,1.2078080948763839,0.8234255368783564,135.0,O3,TIDAK SEHAT,2012,4,30,0,2,5
2012-05-01,DKI2 (Kelapa Gading),0.0,0.17013535336723876,-0.2829838559765787,1.1716431995638041,0.486720306426292,-0.23476286010086642,100.0,O3,SEDANG,2012,5,1,1,2,3
2012-05-02,DKI2 (Kelapa Gading),0.0,0.5680039127346983,-0.4817449020235424,0.39654270212502896,2.559847698220306,0.16205778876634214,180.0,O3,SANGAT TIDAK SEHAT,2012,5,2,2,2,2
2012-05-03,DKI2 (Kelapa Gading),0.0,0.45432718148685275,-0.21673017396092417,0.6872053886645697,2.559847698220306,0.4266048880111478,180.0,O3,SANGAT TIDAK SEHAT,2012,5,3,3,2,2
2012-05-04,DKI2 (Kelapa Gading),0.0,0.9090341064782351,-0.08422280992961505,0.39654270212502896,2.559847698220306,0.4266048880111478,180.0,O3,SANGAT TIDAK SEHAT,2012,5,4,4,2,2
2012-05-05,DKI2 (Kelapa Gading),0.0,1.193225934597849,-0.1504764919452696,-0.37855779531374634,0.816360438289191,-0.3670364097232693,116.0,O3,TIDAK SEHAT,2012,5,5,5,2,5
2012-05-06,DKI2 (Kelapa Gading),0.0,0.34065045023900714,-0.4817449020235424,0.29965513994518206,2.1349209657407875,-0.10248931047846357,180.0,O3,TIDAK SEHAT,2012,5,6,6,2,5
2012-05-07,DKI2 (Kelapa Gading),0.0,-0.739278496615526,-0.6805059480705061,-0.37855779531374634,1.4550381937735581,0.16205778876634214,147.0,O3,TIDAK SEHAT,2012,5,7,0,2,5
2012-05-08,DKI2 (Kelapa Gading),0.0,1.0795492033500036,-0.1504764919452696,2.3827377268118908,0.7957579300477599,1.4847932849903707,115.0,O3,TIDAK SEHAT,2012,5,8,1,2,5
2012-05-09,DKI2 (Kelapa Gading),0.0,1.0227108377260807,-0.2829838559765787,2.1405188213622734,1.8052808338778883,0.6911519872559535,164.0,O3,TIDAK SEHAT,2012,5,9,2,2,5
2012-05-10,DKI2 (Kelapa Gading),0.0,1.4205793970935403,-0.2829838559765787,0.10588001558548822,1.9288958833264755,0.294331338388745,170.0,O3,TIDAK SEHAT,2012,5,10,3,2,5
2012-05-11,DKI2 (Kelapa Gading),0.0,0.5680039127346983,-0.41549122000788785,0.008992453405641318,1.990703408050769,0.5588784376335507,173.0,O3,TIDAK SEHAT,2012,5,11,4,2,5
2012-05-12,DKI2 (Kelapa Gading),0.0,0.7953573752303895,-0.41549122000788785,0.10588001558548822,1.8052808338778883,0.4266048880111478,164.0,O3,TIDAK SEHAT,2012,5,12,5,2,5
2012-05-13,DKI2 (Kelapa Gading),0.0,1.4774177627174632,-0.017969127913960485,0.29965513994518206,2.559847698220306,0.029784239143939278,180.0,O3,SANGAT TIDAK SEHAT,2012,5,13,6,2,2
2012-05-14,DKI2 (Kelapa Gading),0.0,0.05645862211939316,-0.1504764919452696,-0.08789510877420559,1.3932306690492644,-0.10248931047846357,144.0,O3,TIDAK SEHAT,2012,5,14,0,2,5
2012-05-15,DKI2 (Kelapa Gading),0.0,0.6816806439825439,-0.017969127913960485,0.49343026430487585,1.8052808338778883,0.294331338388745,164.0,O3,TIDAK SEHAT,2012,5,15,1,2,5
2012-05-16,DKI2 (Kelapa Gading),0.0,1.193225934597849,-0.21673017396092417,-0.08789510877420559,2.4645610976036867,-0.10248931047846357,180.0,O3,TIDAK SEHAT,2012,5,16,2,2,5
2012-05-17,DKI2 (Kelapa Gading),0.0,0.8521957408543123,0.18079191813300322,1.365418323923498,2.093715949257925,-0.10248931047846357,178.0,O3,TIDAK SEHAT,2012,5,17,3,2,5
2012-05-18,DKI2 (Kelapa Gading),0.0,0.11329698774331595,-0.3492375379922333,-0.18478267095405249,1.8258833421193195,0.029784239143939278,165.0,O3,TIDAK SEHAT,2012,5,18,4,2,5
2012-05-19,DKI2 (Kelapa Gading),0.0,1.250064300221772,0.04828455410169408,0.7840929508444165,1.434435685532127,0.8234255368783564,146.0,O3,TIDAK SEHAT,2012,5,19,5,2,5
2012-05-20,DKI2 (Kelapa Gading),0.0,0.22697371899116156,-0.3492375379922333,-0.5723329196734401,2.559847698220306,-0.631583508968075,180.0,O3,SANGAT TIDAK SEHAT,2012,5,20,6,2,2
2012-05-21,DKI2 (Kelapa Gading),0.0,0.22697371899116156,-0.4817449020235424,0.39654270212502896,1.8052808338778883,0.5588784376335507,164.0,O3,TIDAK SEHAT,2012,5,21,0,2,5
2012-05-22,DKI2 (Kelapa Gading),0.0,0.22697371899116156,-0.547998584039197,0.29965513994518206,1.8258833421193195,0.4266048880111478,165.0,O3,TIDAK SEHAT,2012,5,22,1,2,5
2012-05-23,DKI2 (Kelapa Gading),0.0,1.3637410314696174,-0.4817449020235424,0.20276757776533513,1.3108206360835397,0.6911519872559535,140.0,O3,TIDAK SEHAT,2012,5,23,2,2,5
2012-05-24,DKI2 (Kelapa Gading),0.0,0.45432718148685275,-0.41549122000788785,-0.6692204818532871,0.2600927157705488,0.029784239143939278,89.0,O3,SEDANG,2012,5,24,3,2,3
2012-05-25,DKI3 (Jagakarsa),0.0,-0.5119250341198348,-0.2829838559765787,-0.6692204818532871,0.2600927157705488,-0.10248931047846357,89.0,O3,SEDANG,2012,5,25,4,2,3
2012-05-26,DKI2 (Kelapa Gading),0.0,1.4205793970935403,-0.1504764919452696,-0.5723329196734401,-0.09014992433378144,-0.631583508968075,81.0,PM10,SEDANG,2012,5,26,5,3,3
2012-05-27,DKI4 (Lubang Buaya),0.0,1.7047712252131542,-1.144281722180088,-0.8629956062129809,-0.35798253147238696,-0.23476286010086642,86.0,PM10,SEDANG,2012,5,27,6,3,3
2012-05-28,DKI2 (Kelapa Gading),0.0,0.9658724721021579,-0.2829838559765787,-0.47544535749359323,1.8052808338778883,-0.10248931047846357,164.0,O3,TIDAK SEHAT,2012,5,28,0,2,5
2012-05-29,DKI2 (Kelapa Gading),0.0,1.0795492033500036,-0.4817449020235424,-0.2816702331338994,2.279138523430806,0.029784239143939278,180.0,O3,TIDAK SEHAT,2012,5,29,1,2,5
2012-05-30,DKI3 (Jagakarsa),0.0,-0.455086668495912,-0.2829838559765787,-1.0567707305726748,0.2600927157705488,-0.8961306082128807,89.0,O3,SEDANG,2012,5,30,2,2,3
2012-05-31,DKI4 (Lubang Buaya),0.0,2.273154881452382,-1.2105354041957426,-0.37855779531374634,-0.15195744905807504,-0.23476286010086642,139.0,PM10,TIDAK SEHAT,2012,5,31,3,3,5
2012-06-01,DKI2 (Kelapa Gading),0.0,1.193225934597849,-0.21673017396092417,2.3827377268118908,0.6309378641163104,1.6170668346127735,107.0,O3,TIDAK SEHAT,2012,6,1,4,2,5
2012-06-02,DKI2 (Kelapa Gading),0.0,0.7385190096064668,-0.1504764919452696,0.008992453405641318,1.3108206360835397,1.4847932849903707,140.0,O3,TIDAK SEHAT,2012,6,2,5,2,5
2012-06-03,DKI2 (Kelapa Gading),0.0,0.9090341064782351,-0.017969127913960485,0.10588001558548822,1.0841930454277966,0.16205778876634214,129.0,O3,TIDAK SEHAT,2012,6,3,6,2,5
2012-06-04,DKI2 (Kelapa Gading),0.0,0.7385190096064668,-0.08422280992961505,-0.37855779531374634,0.3425027487362736,-0.3670364097232693,93.0,O3,SEDANG,2012,6,4,0,2,3
2012-06-05,DKI2 (Kelapa Gading),0.0,0.22697371899116156,-0.547998584039197,-0.37855779531374634,1.9082933750850444,-0.4993099593456721,169.0,O3,TIDAK SEHAT,2012,6,5,1,2,5
2012-06-06,DKI2 (Kelapa Gading),0.0,0.39748881586292995,-0.4817449020235424,-0.47544535749359323,2.559847698220306,-0.23476286010086642,180.0,O3,SANGAT TIDAK SEHAT,2012,6,6,2,2,2
2012-06-07,DKI2 (Kelapa Gading),0.0,0.11329698774331595,-0.41549122000788785,-0.37855779531374634,1.2490131113592462,-0.3670364097232693,137.0,O3,TIDAK SEHAT,2012,6,7,3,2,5
2012-06-08,DKI2 (Kelapa Gading),0.0,0.9090341064782351,-0.1504764919452696,0.008992453405641318,1.3314231443249709,-0.3670364097232693,141.0,O3,TIDAK SEHAT,2012,6,8,4,2,5
2012-06-09,DKI2 (Kelapa Gading),0.0,0.5680039127346983,-0.017969127913960485,0.20276757776533513,2.559847698220306,0.5588784376335507,180.0,O3,SANGAT TIDAK SEHAT,2012,6,9,5,2,2
2012-06-10,DKI2 (Kelapa Gading),0.0,0.6248422783586212,-0.41549122000788785,0.8809805130242635,2.559847698220306,-0.3670364097232693,180.0,O3,SANGAT TIDAK SEHAT,2012,6,10,6,2,2
2012-06-11,DKI2 (Kelapa Gading),0.0,1.0795492033500036,-0.3492375379922333,0.5903178264847228,2.559847698220306,0.4266048880111478,180.0,O3,SANGAT TIDAK SEHAT,2012,6,11,0,2,2
2012-06-12,DKI2 (Kelapa Gading),0.0,1.193225934597849,-0.08422280992961505,1.365418323923498,1.8876908668436132,0.6911519872559535,168.0,O3,TIDAK SEHAT,2012,6,12,1,2,5
2012-06-13,DKI2 (Kelapa Gading),0.0,0.6248422783586212,-0.21673017396092417,-0.2816702331338994,1.2696156196006774,-0.23476286010086642,138.0,O3,TIDAK SEHAT,2012,6,13,2,2,5
2012-06-14,DKI2 (Kelapa Gading),0.0,1.250064300221772,-0.2829838559765787,-0.37855779531374634,1.6198582597050075,-0.23476286010086642,155.0,O3,TIDAK SEHAT,2012,6,14,3,2,5
2012-06-15,DKI2 (Kelapa Gading),0.0,0.6248422783586212,-0.4817449020235424,-0.18478267095405249,2.559847698220306,0.16205778876634214,180.0,O3,SANGAT TIDAK SEHAT,2012,6,15,4,2,2
2012-06-16,DKI2 (Kelapa Gading),0.0,1.7047712252131542,0.24704560014865776,0.7840929508444165,2.559847698220306,0.16205778876634214,180.0,O3,SANGAT TIDAK SEHAT,2012,6,16,5,2,2
2012-06-17,DKI3 (Jagakarsa),0.0,-0.5119250341198348,-0.8792669941174698,-0.8629956062129809,0.3425027487362736,0.294331338388745,93.0,O3,SEDANG,2012,6,17,6,2,3
2012-06-18,DKI4 (Lubang Buaya),0.0,2.2163165158284595,-1.0780280401644335,-1.1536582927525216,-0.6670201550938548,-0.3670364097232693,95.0,PM10,SEDANG,2012,6,18,0,3,3
2012-06-19,DKI4 (Lubang Buaya),0.0,2.045801418956691,-1.0780280401644335,-1.0567707305726748,-0.6670201550938548,-0.4993099593456721,92.0,PM10,SEDANG,2012,6,19,1,3,3
2012-06-20,DKI4 (Lubang Buaya),0.0,2.2163165158284595,-1.011774358148779,-1.1536582927525216,-0.35798253147238696,-0.10248931047846357,95.0,PM10,SEDANG,2012,6,20,2,3,3
2012-06-21,DKI4 (Lubang Buaya),0.0,2.273154881452382,-1.144281722180088,-1.0567707305726748,0.012862616873374522,0.8234255368783564,120.0,PM10,TIDAK SEHAT,2012,6,21,3,3,5
2012-06-22,DKI2 (Kelapa Gading),0.0,0.05645862211939316,-0.3492375379922333,-0.47544535749359323,0.9605779959792095,-0.4993099593456721,123.0,O3,TIDAK SEHAT,2012,6,22,4,2,5
2012-06-23,DKI2 (Kelapa Gading),0.0,0.05645862211939316,-0.41549122000788785,-0.6692204818532871,0.4043102734605672,-0.23476286010086642,96.0,O3,SEDANG,2012,6,23,5,2,3
2012-06-24,DKI2 (Kelapa Gading),0.0,0.05645862211939316,-0.08422280992961505,-0.2816702331338994,2.279138523430806,-0.3670364097232693,180.0,O3,TIDAK SEHAT,2012,6,24,6,2,5
2012-06-25,DKI3 (Jagakarsa),0.0,0.39748881586292995,-1.144281722180088,-0.5723329196734401,0.0746701415976681,-0.631583508968075,80.0,O3,SEDANG,2012,6,25,0,2,3
2012-06-26,DKI4 (Lubang Buaya),0.0,0.9090341064782351,-1.0780280401644335,-1.2505458549323685,-0.09014992433378144,-0.23476286010086642,72.0,PM10,SEDANG,2012,6,26,1,3,3
2012-06-27,DKI2 (Kelapa Gading),0.0,0.05645862211939316,-0.1504764919452696,-0.2816702331338994,0.4455152899434296,0.4266048880111478,98.0,O3,SEDANG,2012,6,27,2,2,3
2012-06-28,DKI3 (Jagakarsa),0.0,0.39748881586292995,-1.011774358148779,-0.5723329196734401,1.2078080948763839,1.087972636123162,135.0,O3,TIDAK SEHAT,2012,6,28,3,2,5
2012-06-29,DKI3 (Jagakarsa),0.0,0.39748881586292995,-1.011774358148779,-0.37855779531374634,0.7957579300477599,0.294331338388745,115.0,O3,TIDAK SEHAT,2012,6,29,4,2,5
2012-06-30,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.9455206761331244,-1.0567707305726748,-0.06954741609235025,0.16205778876634214,98.0,PM10,SEDANG,2012,6,30,5,3,3
2012-07-01,DKI4 (Lubang Buaya),0.0,1.8184479564609999,-1.011774358148779,-1.0567707305726748,-0.04894490785091906,-0.10248931047846357,88.0,PM10,SEDANG,2012,7,1,6,3,3
2012-07-02,DKI4 (Lubang Buaya),0.0,2.273154881452382,-1.0780280401644335,-0.8629956062129809,-0.31677751498952456,0.4266048880111478,134.0,PM10,TIDAK SEHAT,2012,7,2,0,3,5
2012-07-03,DKI4 (Lubang Buaya),0.0,2.273154881452382,-1.011774358148779,-1.1536582927525216,-0.09014992433378144,-0.10248931047846357,106.0,PM10,TIDAK SEHAT,2012,7,3,1,3,5
2012-07-04,DKI3 (Jagakarsa),0.0,0.05645862211939316,-1.0780280401644335,-0.9598831683928277,0.4455152899434296,-0.7638570585904778,98.0,O3,SEDANG,2012,7,4,2,2,3
2012-07-05,DKI4 (Lubang Buaya),0.0,1.7047712252131542,-0.9455206761331244,-1.4443209792920624,-0.11075243257521264,-0.23476286010086642,86.0,PM10,SEDANG,2012,7,5,3,3,3
2012-07-06,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.1536582927525216,-0.1931624655409374,-0.10248931047846357,97.0,PM10,SEDANG,2012,7,6,4,3,3
2012-07-07,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8130133121018153,-1.0567707305726748,0.28069522401198005,0.294331338388745,127.0,PM10,TIDAK SEHAT,2012,7,7,5,3,5
2012-07-08,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-0.47544535749359323,-0.04894490785091906,-0.10248931047846357,140.0,PM10,TIDAK SEHAT,2012,7,8,6,3,5
2012-07-09,DKI3 (Jagakarsa),0.0,0.17013535336723876,-1.144281722180088,-0.7661080440331339,1.001783012462072,0.16205778876634214,125.0,O3,TIDAK SEHAT,2012,7,9,0,2,5
2012-07-10,DKI3 (Jagakarsa),0.0,0.9658724721021579,-1.011774358148779,0.10588001558548822,0.8781679630134847,1.2202461857455649,119.0,O3,TIDAK SEHAT,2012,7,10,1,2,5
2012-07-11,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.1536582927525216,0.23949020752911765,-0.10248931047846357,105.0,PM10,TIDAK SEHAT,2012,7,11,2,3,5
2012-07-12,DKI2 (Kelapa Gading),0.0,0.6816806439825439,-0.2829838559765787,-0.08789510877420559,1.125398061910659,0.5588784376335507,131.0,O3,TIDAK SEHAT,2012,7,12,3,2,5
2012-07-13,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8130133121018153,-1.3474334171122153,1.1047955536692278,0.5588784376335507,130.0,O3,TIDAK SEHAT,2012,7,13,4,2,5
2012-07-14,DKI1 (Bunderan HI),0.0,1.193225934597849,0.18079191813300322,2.0436312591824266,1.4550381937735581,2.0138874834799823,147.0,O3,TIDAK SEHAT,2012,7,14,5,2,5
2012-07-15,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8130133121018153,-0.8629956062129809,-0.04894490785091906,0.029784239143939278,145.0,PM10,TIDAK SEHAT,2012,7,15,6,3,5
2012-07-16,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.2505458549323685,-0.2961750067480934,0.16205778876634214,118.0,PM10,TIDAK SEHAT,2012,7,16,0,3,5
2012-07-17,DKI2 (Kelapa Gading),0.0,0.34065045023900714,-0.41549122000788785,-0.18478267095405249,1.022385520703503,0.4266048880111478,126.0,O3,TIDAK SEHAT,2012,7,17,1,2,5
2012-07-18,DKI2 (Kelapa Gading),0.0,0.7953573752303895,-0.41549122000788785,-0.37855779531374634,1.0635905371863654,1.3525197353679679,128.0,O3,TIDAK SEHAT,2012,7,18,2,2,5
2012-07-19,DKI3 (Jagakarsa),0.0,0.5111655471107756,-1.0780280401644335,1.2685307617436512,0.7545529135648975,0.294331338388745,113.0,O3,TIDAK SEHAT,2012,7,19,3,2,5
2012-07-20,DKI1 (Bunderan HI),0.0,0.45432718148685275,0.37955296417996687,1.4623058861033449,0.012862616873374522,0.5588784376335507,77.0,O3,SEDANG,2012,7,20,4,2,3
2012-07-21,DKI3 (Jagakarsa),0.0,-0.22773320600022082,-1.0780280401644335,-0.9598831683928277,0.7545529135648975,-0.7638570585904778,113.0,O3,TIDAK SEHAT,2012,7,21,5,2,5
2012-07-22,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.4443209792920624,-0.3373800232309558,-0.4993099593456721,120.0,PM10,TIDAK SEHAT,2012,7,22,6,3,5
2012-07-23,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8130133121018153,-1.3474334171122153,1.5374482267392828,0.029784239143939278,151.0,O3,TIDAK SEHAT,2012,7,23,0,2,5
2012-07-24,DKI3 (Jagakarsa),0.0,-0.22773320600022082,-1.0780280401644335,-0.37855779531374634,1.3314231443249709,-0.3670364097232693,141.0,O3,TIDAK SEHAT,2012,7,24,1,2,5
2012-07-25,DKI2 (Kelapa Gading),0.0,1.250064300221772,-0.2829838559765787,0.10588001558548822,2.559847698220306,0.9556990865007592,180.0,O3,SANGAT TIDAK SEHAT,2012,7,25,2,2,2
2012-07-26,DKI2 (Kelapa Gading),0.0,1.9889630533327682,-0.547998584039197,0.49343026430487585,2.559847698220306,0.5588784376335507,180.0,O3,SANGAT TIDAK SEHAT,2012,7,26,3,2,2
2012-07-27,DKI2 (Kelapa Gading),0.0,1.8752863220849227,-0.1504764919452696,0.7840929508444165,2.559847698220306,0.294331338388745,180.0,O3,SANGAT TIDAK SEHAT,2012,7,27,4,2,2
2012-07-28,DKI2 (Kelapa Gading),0.0,1.4774177627174632,-0.2829838559765787,-0.2816702331338994,2.559847698220306,-0.10248931047846357,180.0,O3,SANGAT TIDAK SEHAT,2012,7,28,5,2,2
2012-07-29,DKI2 (Kelapa Gading),0.0,0.6816806439825439,-0.41549122000788785,-0.5723329196734401,2.559847698220306,-0.23476286010086642,180.0,O3,SANGAT TIDAK SEHAT,2012,7,29,6,2,2
2012-07-30,DKI2 (Kelapa Gading),0.0,0.9090341064782351,-0.4817449020235424,0.29965513994518206,2.559847698220306,0.8234255368783564,180.0,O3,SANGAT TIDAK SEHAT,2012,7,30,0,2,2
2012-07-31,DKI2 (Kelapa Gading),0.0,0.6816806439825439,-0.6142522660548515,0.10588001558548822,2.559847698220306,0.6911519872559535,180.0,O3,SANGAT TIDAK SEHAT,2012,7,31,1,2,2
2012-08-01,DKI2 (Kelapa Gading),0.0,2.1026397845806137,0.11453823611734865,0.49343026430487585,2.559847698220306,0.8234255368783564,180.0,O3,SANGAT TIDAK SEHAT,2012,8,1,2,2,2
2012-08-02,DKI2 (Kelapa Gading),0.0,0.9090341064782351,-0.41549122000788785,0.10588001558548822,2.559847698220306,0.5588784376335507,180.0,O3,SANGAT TIDAK SEHAT,2012,8,2,3,2,2
2012-08-03,DKI2 (Kelapa Gading),0.0,1.193225934597849,-0.21673017396092417,-0.2816702331338994,2.559847698220306,0.8234255368783564,180.0,O3,SANGAT TIDAK SEHAT,2012,8,3,4,2,2
2012-08-04,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8130133121018153,-0.9598831683928277,-0.15195744905807504,-0.23476286010086642,101.0,PM10,TIDAK SEHAT,2012,8,4,5,3,5
2012-08-05,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8130133121018153,-1.0567707305726748,-0.2961750067480934,-0.10248931047846357,139.0,PM10,TIDAK SEHAT,2012,8,5,6,3,5
2012-08-06,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8130133121018153,-1.2505458549323685,0.5073228146677232,0.029784239143939278,136.0,PM10,TIDAK SEHAT,2012,8,6,0,3,5
2012-08-07,DKI3 (Jagakarsa),0.0,-1.4781772497265224,-0.9455206761331244,-0.08789510877420559,1.434435685532127,-0.7638570585904778,146.0,O3,TIDAK SEHAT,2012,8,7,1,2,5
2012-08-08,DKI3 (Jagakarsa),0.0,-1.6486923465982908,-0.9455206761331244,-1.0567707305726748,1.001783012462072,-0.4993099593456721,125.0,O3,TIDAK SEHAT,2012,8,8,2,2,5
2012-08-09,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.7467596300861606,-1.2505458549323685,-0.4609950726795429,-0.23476286010086642,171.0,PM10,TIDAK SEHAT,2012,8,9,3,3,5
2012-08-10,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.7467596300861606,-1.0567707305726748,-0.15195744905807504,0.029784239143939278,140.0,PM10,TIDAK SEHAT,2012,8,10,4,3,5
2012-08-11,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8130133121018153,-1.2505458549323685,-0.15195744905807504,-0.10248931047846357,114.0,PM10,TIDAK SEHAT,2012,8,11,5,3,5
2012-08-12,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.1536582927525216,-0.31677751498952456,-0.631583508968075,121.0,PM10,TIDAK SEHAT,2012,8,12,6,3,5
2012-08-13,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.3474334171122153,0.383707765219136,0.029784239143939278,132.0,PM10,TIDAK SEHAT,2012,8,13,0,3,5
2012-08-14,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.4443209792920624,0.012862616873374522,-0.3670364097232693,97.0,PM10,SEDANG,2012,8,14,1,3,3
2012-08-15,DKI4 (Lubang Buaya),0.0,2.159478150204537,-0.8130133121018153,-1.3474334171122153,-0.1725599572995062,-0.23476286010086642,94.0,PM10,SEDANG,2012,8,15,2,3,3
2012-08-16,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.2505458549323685,-0.35798253147238696,-0.10248931047846357,99.0,PM10,SEDANG,2012,8,16,3,3,3
2012-08-17,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.1536582927525216,-0.028342399609487864,-0.3670364097232693,98.0,PM10,SEDANG,2012,8,17,4,3,3
2012-08-18,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.2505458549323685,-0.11075243257521264,-0.23476286010086642,166.0,PM10,TIDAK SEHAT,2012,8,18,5,3,5
2012-08-19,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.8792669941174698,-1.1536582927525216,-0.39918754795524936,-0.4993099593456721,109.0,PM10,TIDAK SEHAT,2012,8,19,6,3,5
2012-08-20,DKI3 (Jagakarsa),0.0,-1.1939854216069083,-0.9455206761331244,-1.4443209792920624,0.03346512511480572,-1.0284041578352836,78.0,O3,SEDANG,2012,8,20,0,2,3
2012-08-21,DKI3 (Jagakarsa),0.0,-0.9666319591112171,-0.9455206761331244,0.49343026430487585,0.03346512511480572,-0.3670364097232693,78.0,O3,SEDANG,2012,8,21,1,2,3
2012-08-22,DKI1 (Bunderan HI),0.0,-2.2739143684614413,-0.08422280992961505,-0.6692204818532871,0.23949020752911765,0.294331338388745,88.0,O3,SEDANG,2012,8,22,2,2,3
2012-08-23,DKI3 (Jagakarsa),0.0,-1.307662152854754,-0.8792669941174698,-0.8629956062129809,1.001783012462072,-0.8961306082128807,125.0,O3,TIDAK SEHAT,2012,8,23,3,2,5
2012-08-24,DKI3 (Jagakarsa),0.0,-1.02347032473514,-0.8792669941174698,-0.6692204818532871,0.46611779818486077,-0.631583508968075,99.0,O3,SEDANG,2012,8,24,4,2,3
2012-08-25,DKI3 (Jagakarsa),0.0,-1.1939854216069083,-0.8792669941174698,-1.3474334171122153,0.5691303393920167,-0.4993099593456721,104.0,O3,TIDAK SEHAT,2012,8,25,5,2,5
2012-08-26,DKI4 (Lubang Buaya),0.0,2.2163165158284595,-0.8792669941174698,-0.9598831683928277,-0.2961750067480934,-0.3670364097232693,95.0,PM10,SEDANG,2012,8,26,6,3,3
2012-08-27,DKI4 (Lubang Buaya),0.0,1.250064300221772,-0.8130133121018153,-0.9598831683928277,0.3631052569777048,-0.631583508968075,94.0,O3,SEDANG,2012,8,27,0,2,3
2012-08-28,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.7467596300861606,-1.0567707305726748,0.5691303393920167,0.5588784376335507,128.0,PM10,TIDAK SEHAT,2012,8,28,1,3,5
2012-08-29,DKI3 (Jagakarsa),0.0,-1.8192074434700591,-0.9455206761331244,-0.6692204818532871,0.5485278311505856,-0.631583508968075,103.0,O3,TIDAK SEHAT,2012,8,29,2,2,5
2012-08-30,DKI4 (Lubang Buaya),0.0,2.273154881452382,-0.7467596300861606,-1.2505458549323685,-0.5022000891624053,0.8234255368783564,149.0,PM10,TIDAK SEHAT,2012,8,30,3,3,5
